id,action block 1,context,simplified sentence 1,partial start time 1,owner 1,original action 1,most similar action 1,speed 1,duration 1,rotation 1,translation 1,target 1,prop 1,location modifier 1,direction modifier 1,manner 1,emotion 1,Action Block 2,simplified sentence 2,partial start time 2,owner 2,original action 2,most similar action 2,speed 2,duration 2,rotation 2,translation 2,target 2,prop 2,location modifier 2,direction modifier 2,manner 2,emotion 2,Action Block 3,simplified sentence 3,partial start time 3,owner 3,original action 3,most similar action 3,speed 3,duration 3,rotation 3,translation 3,target 3,prop 3,location modifier 3,direction modifier 3,manner 3,emotion 3,Action Block 4,simplified sentence 4,partial start time 4,owner 4,original action 4,most similar action 4,speed 4,duration 4,rotation 4,translation 4,target 4,prop 4,location modifier 4,direction modifier 4,manner 4,emotion 4,Action Block 5,simplified sentence 5,partial start time 5,owner 5,original action 5,most similar action 5,speed 5,duration 5,rotation 5,translation 5,target 5,prop 5,location modifier 5,direction modifier 5,manner 5,emotion 5,Action Block 6,simplified sentence 6,partial start time 6,owner 6,original action 6,most similar action 6,speed 6,duration 6,rotation 6,translation 6,target 6,prop 6,location modifier 6,direction modifier 6,manner 6,emotion 6,Action Block 7,simplified sentence 7,partial start time 7,owner 7,original action 7,most similar action 7,speed 7,duration 7,rotation 7,translation 7,target 7,prop 7,location modifier 7,direction modifier 7,manner 7,emotion 7,Action Block 8,simplified sentence 8,partial start time 8,owner 8,original action 8,most similar action 8,speed 8,duration 8,rotation 8,translation 8,target 8,prop 8,location modifier 8,direction modifier 8,manner 8,emotion 8,Action Block 9,simplified sentence 9,partial start time 9,owner 9,original action 9,most similar action 9,speed 9,duration 9,rotation 9,translation 9,target 9,prop 9,location modifier 9,direction modifier 9,manner 9,emotion 9,Action Block 10,simplified sentence 10,partial start time 10,owner 10,original action 10,most similar action 10,speed 10,duration 10,rotation 10,translation 10,target 10,prop 10,location modifier 10,direction modifier 10,manner 10,emotion 10,Action Block 11,simplified sentence 11,partial start time 11,owner 11,original action 11,most similar action 11,speed 11,duration 11,rotation 11,translation 11,target 11,prop 11,location modifier 11,direction modifier 11,manner 11,emotion 11,Action Block 12,simplified sentence 12,partial start time 12,owner 12,original action 12,most similar action 12,speed 12,duration 12,rotation 12,translation 12,target 12,prop 12,location modifier 12,direction modifier 12,manner 12,emotion 12
195,"He is on top of the milkcrate, trying to push the tool box off.",BUZZ,Buzz stands on top of the milkcrate.,0,Buzz.,Stands.,stand,neutral,neutral,No,No,Milkcrate.,Null.,Null.,On top of the milkcrate.,Null.,Null.,"He is on top of the milkcrate, trying to push the tool box off.",Buzz pushes the tool box.,0,Buzz.,Push.,push,neutral,neutral,Yes,No,Toolbox.,Milkcrate.,On top of the milkcrate.,Null.,Null.,Null.,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,,"He is on top of the milkcrate, trying to push the tool box off.",,,,,,,,,,,,,,,
196,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.","WOODY
	Buzz!! What are you doing? I thought you were
		BUZZ
	Come on, Sheriff. There's a kid over in that house who needs us. Now let's get you out of this thing.
		WOODY
	Yes Sir!",Buzz pushes the milkcrate.,0,Buzz.,Pushes.,push,slow,long,Yes,Yes,Milkcrate.,Null.,Null.,Null.,Slowly.,Null.,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",Woody pushes the milkcrate.,0,Woody.,Pushes.,push,slow,long,Yes,Yes,Milkcrate.,Null.,Null.,Null.,Slowly.,Null.,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",The milkcrate moves slowly.,0,Milkcrate.,Moves.,go,slow,long,Yes,Yes,Null.,Null.,Null.,Null.,Slowly.,Null.,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",,,,,,,,,,,,,,,,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",,,,,,,,,,,,,,,,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",,,,,,,,,,,,,,,,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",,,,,,,,,,,,,,,,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",,,,,,,,,,,,,,,,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",,,,,,,,,,,,,,,,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",,,,,,,,,,,,,,,,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",,,,,,,,,,,,,,,,"Both Buzz and Woody push the milkcrate and together, they finally get it to move but it's slow progress.",,,,,,,,,,,,,,,
197,The two toys stop to look out the window by the workbench.,"WOODY
strained
	Come on, Buzz! We can do it!
			SFX: TRUCK",Woody stops.,0,Woody.,Stops.,,neutral,neutral,No,No,Null.,SFX: TRUCK.,Null.,Null.,Null.,Null.,The two toys stop to look out the window by the workbench.,Buzz stops.,0,Buzz.,Stops.,,neutral,neutral,No,No,Null.,SFX: TRUCK.,Null.,Null.,Null.,Null.,The two toys stop to look out the window by the workbench.,Woody looks out the window by the workbench.,1,Woody.,Looks.,look,neutral,neutral,No,No,Window.,Workbench.,By the workbench.,Out of the window.,Null.,Null.,The two toys stop to look out the window by the workbench.,Buzz looks out the window by the workbench.,1,Buzz.,Looks.,look,neutral,neutral,No,No,Window.,Workbench.,By the workbench.,Out of the window.,Null.,Null.,The two toys stop to look out the window by the workbench.,,,,,,,,,,,,,,,,The two toys stop to look out the window by the workbench.,,,,,,,,,,,,,,,,The two toys stop to look out the window by the workbench.,,,,,,,,,,,,,,,,The two toys stop to look out the window by the workbench.,,,,,,,,,,,,,,,,The two toys stop to look out the window by the workbench.,,,,,,,,,,,,,,,,The two toys stop to look out the window by the workbench.,,,,,,,,,,,,,,,,The two toys stop to look out the window by the workbench.,,,,,,,,,,,,,,,,The two toys stop to look out the window by the workbench.,,,,,,,,,,,,,,,
198,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.","WOODY
punch-drunk
	No, I'm fine...I'm okay...
			SFX: ALARM CLOCK",An ALARM CLOCK goes off by Sid's bed.,0,ALARM CLOCK.,Goes.,go,neutral,neutral,No,No,Sid's bed.,Null.,By Sid's bed.,Next to Sid's bed.,Null.,Null.,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",Woody drops back under the toolbox.,0,Woody.,Drops.,fall,fast ,short,Yes,No,Toolbox.,Null.,Null.,Under the toolbox.,Null.,Null.,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",Buzz goes limp.,0,Buzz.,Goes.,go,fast ,short,Yes,No,Null.,Null.,Null.,Null.,Null.,Null.,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",Sid groggily sits up.,1,Sid.,Sits.,sit,neutral,short,Yes,No,Null.,Sid's bed.,Sid's bed.,Up.,Groggily.,Null.,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",Sid's eyes light up.,2,Sid.,Light.,,neutral,neutral,No,No,Sid's eyes.,Null.,Sid's bed.,Null.,Null.,Null.,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",,,,,,,,,,,,,,,,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",,,,,,,,,,,,,,,,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",,,,,,,,,,,,,,,,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",,,,,,,,,,,,,,,,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",,,,,,,,,,,,,,,,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",,,,,,,,,,,,,,,,"It goes off by Sid's bed. Woody drops back under the toolbox and Buzz goes limp. Sid groggily sits up for a beat, then his eyes light up.",,,,,,,,,,,,,,,
199,"Sid jumps out of bed, grabs Buzz and bolts out of the room.","SID
	Oh, yeah! Time for lift-off!",Sid jumps out of bed.,0,Sid.,Jumps.,jump,fast ,short,Yes,Yes,Null.,Bed.,Null.,Out of bed.,Null.,Null.,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",Sid grabs Buzz.,1,Sid.,Grabs.,collect,fast ,short,Yes,No,Buzz.,Null.,Inside the room.,Null.,Null.,Null.,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",Sid bolts out of the room.,2,Sid.,Bolts.,go,fast ,short,Yes,Yes,Null.,Buzz.,Null.,Out of the room.,Null.,Null.,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",,,,,,,,,,,,,,,,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",,,,,,,,,,,,,,,,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",,,,,,,,,,,,,,,,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",,,,,,,,,,,,,,,,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",,,,,,,,,,,,,,,,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",,,,,,,,,,,,,,,,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",,,,,,,,,,,,,,,,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",,,,,,,,,,,,,,,,"Sid jumps out of bed, grabs Buzz and bolts out of the room.",,,,,,,,,,,,,,,
200,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...","SID (O.S.)
	TO INFINITY AND BEYOND!!",Woody leaps to Woody's feet.,0,Woody.,Leaps.,jump,fast ,short,Yes,No,Woody's feet.,Null.,Null.,Up.,Null.,Null.,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",Woody runs across the room.,1,Woody.,Runs.,go,fast ,short,Yes,Yes,Null.,Null.,Inside the room.,Across the room.,Null.,Null.,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",Woody catches the door.,2,Woody.,Catches.,,fast ,short,Yes,No,Closing door.,Null.,Inside the room.,Null.,Null.,Null.,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",Woody swings the door back.,3,Woody.,Swings.,swing,fast ,short,Yes,No,Door.,Null.,Inside the room.,Null.,Null.,Null.,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",Woody is confronted by...,3,Woody.,Confronted.,fight,neutral,neutral,No,No,Null.,Null.,Inside the room.,Outside the door.,Null.,Null.,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",,,,,,,,,,,,,,,,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",,,,,,,,,,,,,,,,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",,,,,,,,,,,,,,,,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",,,,,,,,,,,,,,,,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",,,,,,,,,,,,,,,,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",,,,,,,,,,,,,,,,"Woody leaps to his feet, runs across the room, and catches the door just before it closes. As he swings the door back open Woody is confronted by...",,,,,,,,,,,,,,,
201,Woody looks across the room.,"WOODY
out of breath; to himself
	Okay, what do I do? Come on Woody, think!",Woody looks across the room.,0,Woody.,Looks.,look,neutral,neutral,No,No,Null.,Null.,Inside the room.,Across the room.,Null.,Null.,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,,Woody looks across the room.,,,,,,,,,,,,,,,
202,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.","WOODY
	Please. He's my friend. He's the only one I've got.",Babyface crawls out.,0,Babyface.,Crawls.,crawl,slow,long,Yes,Yes,Null.,Null.,Null.,Outwards.,Null.,Null.,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",Babyface bangs in code on the side of Sid's metal bedpost.,1,Babyface.,Bangs.,clap,neutral,neutral,Yes,No,Bedpost.,Null.,Null.,On the side of Sid's bedpost.,In code.,Null.,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",The mutant toys emerge from the shadows.,2,Mutant toys.,Emerge.,,neutral,neutral,Yes,Yes,Null.,Null.,Null.,From the shadows.,Null.,Null.,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",The mutant toys gather around Woody.,3,Mutant toys.,Gather.,collect,neutral,neutral,Yes,Yes,Woody.,Null.,Null.,Around Woody.,Null.,Null.,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",Woody kneels down into a huddle with the mutant toys.,4,Woody.,Kneels.,duck,neutral,neutral,Yes,No,Mutant toys.,Null.,Null.,Down.,Null.,Null.,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",,,,,,,,,,,,,,,,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",,,,,,,,,,,,,,,,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",,,,,,,,,,,,,,,,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",,,,,,,,,,,,,,,,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",,,,,,,,,,,,,,,,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",,,,,,,,,,,,,,,,"Babyface crawls out and bangs in code on the side of Sid's metal bedpost. The mutant toys emerge from the shadows, and gather around Woody. He kneels down into a huddle with them.",,,,,,,,,,,,,,,
203,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,INT. SID'S ROOM - CONTINUOUS,Woody points to Woody's diagram with a pencil.,0,Woody.,Points.,point,neutral,neutral,Yes,No,Diagram of the house and yard (made out of dominoes and Scrabble tiles).,Pencil.,SID'S ROOM.,Towards Woody's diagram.,Null.,Null.,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,Woody addresses the mutants.,0,Woody.,Addresses.,talk,neutral,neutral,No,No,Mutants.,Null.,SID'S ROOM.,To the mutants.,Null.,Null.,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,,Woody has created a little diagram of the house and yard out of dominoes and Scrabble tiles. He points to it with a pencil as he addresses the mutants.,,,,,,,,,,,,,,,
204,The mutants all give an affirmative nod.,"WOODY
continued; to Legs
	You're with Ducky.
to the others
	RollerBob and I don't move till we get the signal. Clear?",The mutants give an affirmative nod.,0,Mutants.,Give.,give,fast ,short,Yes,No,Null.,Null.,Null.,Null.,Affirmative.,Null.,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,,The mutants all give an affirmative nod.,,,,,,,,,,,,,,,
205,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,INT. SID'S HOUSE/PORCH ATTIC,A bottom of wall insulation is pushed aside.,0,Wall insulation.,Pushed.,push,neutral,neutral,Yes,No,Null.,Null.,SID'S HOUSE/PORCH ATTIC.,Aside.,Null.,Null.,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,Ducky is revealed behind the wall insulation.,0,Ducky.,Revealed.,,neutral,neutral,No,No,Wall insulation.,Null.,SID'S HOUSE/PORCH ATTIC.,Behind the wall insulation.,Null.,Null.,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,Legs is revealed behind the wall insulation.,0,Legs.,Revealed.,,neutral,neutral,No,No,Wall insulation.,Null.,SID'S HOUSE/PORCH ATTIC.,Behind the wall insulation.,Null.,Null.,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,Ducky makes Ducky's way towards a junction box in the center of the floor.,1,Ducky.,Makes.,go,neutral,neutral,Yes,Yes,Junction box.,Null.,SID'S HOUSE/PORCH ATTIC.,Towards junction box in the center of the floor.,Null.,Null.,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,Legs makes Legs' way towards a junction box in the center of the floor.,1,Legs.,Makes.,go,neutral,neutral,Yes,Yes,Junction box.,Null.,SID'S HOUSE/PORCH ATTIC.,Towards junction box in the center of the floor.,Null.,Null.,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,Ducky lifts the loose junction box.,2,Ducky.,Lifts.,pick,neutral,short,Yes,No,Junction box.,Null.,SID'S HOUSE/PORCH ATTIC.,Up.,Null.,Null.,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,Legs lifts the loose junction box.,2,Legs.,Lifts.,pick,neutral,short,Yes,No,Junction box.,Null.,SID'S HOUSE/PORCH ATTIC.,Up.,Null.,Null.,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,,,,,,,,,,,,,,,,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,,,,,,,,,,,,,,,,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,,,,,,,,,,,,,,,,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,,,,,,,,,,,,,,,,A bottom of wall insulation is pushed aside to reveal Ducky and Legs. They make their way towards a junction box sitting in the center of the floor. Ducky and Legs lift the loose junction box.,,,,,,,,,,,,,,,
